id,title,overview,genres,vote_average,vote_count
56811,Cropsey,Realizing the urban legend of their youth has actually come true; two filmmakers delve into the mystery surrounding five missing children and the real-life boogeyman linked to their disappearances.,"['Documentary', 'Horror']",6.1,58.0
27582,The Mechanic,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.","['Action', 'Thriller', 'Crime']",6.3,1066.0
48988,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",['Comedy'],5.4,627.0
49494,The Eagle,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.","['Adventure', 'Drama']",5.9,426.0
46529,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.","['Action', 'Thriller', 'Science Fiction', 'Adventure']",5.9,1606.0
44943,Battle: Los Angeles,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.","['Action', 'Science Fiction']",5.5,1462.0
28874,Summer Wars,"Kenji is your typical teenage misfit. He’s good at math, bad with girls, and spends most of his time out hanging out in the all-powerful online community known as OZ. His second life is the only life he has – until the girl of his dreams, Natsuki, hijacks him for a starring role as a fake fiancé at her family reunion. Things only get stranger from there. A late-night email containing a cryptic mathematic riddle leads to the unleashing of a rogue AI intent on using the virtual world of OZ to destroy the real world. As Armageddon looms on the horizon, Kenji and his new “family” set aside their differences and band together to save the worlds they inhabit in this ""near-perfect blend of social satire and science fiction.""",['Animation'],7.4,265.0
57703,Norwegian Wood,"Set in the 1960's, high school student Toru Watanabe loses his only friend Kizuki after he commits suicide. Toru, now looking for a new life, enters a university in Tokyo. By chance, Toru meets Kizuki's ex-girlfriend Naoko in the university. They grow close because they both share the same loss. As Toru and Naoko grow even closer, Naoko's sense of loss also grows. After Naoko's 20th birthday, she leaves for a sanitarium in Kyoto. Watanabe, devastated by the situation, meets pure-hearted Midori during the spring semester. Midori looks like a small animal that just came into the world ...","['Drama', 'Romance']",6.6,61.0
56831,The Sunset Limited,"Based on the play of the same name by Pulitzer Prize Winner Cormac McCarthy, this searing two-character drama mixes humor and pathos while examining the relationship between strangers who are brought together by desperate circumstances. Set in a New York tenement apartment, the story focuses on two very different men - a deeply religious black ex-con who thwarts the suicide attempt of an asocial white college professor who tried to throw himself in front of an oncoming subway train, 'The Sunset Limited.' As the one attempts to connect on a rational, spiritual and emotional level, the other remains steadfast in his hard-earned despair. Locked in a philosophical debate, both passionately defend their personal credos and try to convert the other.",['Drama'],7.1,110.0
50321,Mars Needs Moms,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.","['Adventure', 'Animation', 'Family']",5.6,202.0
22620,Scooby-Doo! The Mystery Begins,"What brings best friends together? For Daphne, Velma, Fred, Shaggy and Shaggy's spunky pup Scooby-Doo, it's a mystery! The feature-length live-action Scooby-Doo: The Mystery Begins original movie takes you back to when four teenage sleuths (plus one dog detective) first met. Unjustly accused of staging a spooky practical joke complete with ghosts, the kids are suspended from Coolsville High.","['Mystery', 'Animation', 'Comedy', 'Fantasy']",5.7,91.0
47533,Scooby-Doo! Curse of the Lake Monster,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.","['Mystery', 'Fantasy', 'Comedy', 'Adventure']",5.5,66.0
20722,The House of Small Cubes,"As his town is flooded by water, an old man builds his home higher and higher to stay dry. When his pipe falls through the water, he has to revisit each layer of memories to retrieve it.","['Animation', 'Drama', 'Family']",7.9,90.0
47931,Elite Squad: The Enemy Within,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.","['Drama', 'Action', 'Crime']",7.5,477.0
13461,Melissa P.,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",['Drama'],4.1,96.0
15362,Mesrine: Public Enemy #1,"The story of Jacques Mesrine, France's public enemy No. 1 during the 1970s. After nearly two decades of legendary criminal feats -- from multiple bank robberies and to prison breaks -- Mesrine was gunned down by the French police in Paris.","['Action', 'Thriller', 'Crime', 'Drama']",7.3,223.0
50546,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.","['Romance', 'Comedy']",6.3,1588.0
51447,Trophy Wife,A housewife takes over her husband's umbrella business after his illness.,['Comedy'],6.1,105.0
59490,Cave of Forgotten Dreams,"Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France, capturing the oldest known pictorial creations of humankind in their astonishing natural setting.","['Documentary', 'Family']",7.1,85.0
49730,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.","['Fantasy', 'Thriller', 'Horror']",5.7,958.0
38322,"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.","['Crime', 'Comedy', 'Action']",5.3,322.0
45132,Super,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.","['Comedy', 'Action', 'Drama']",6.6,446.0
46146,Troll Hunter,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.","['Fantasy', 'Horror']",6.7,590.0
45612,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?","['Thriller', 'Science Fiction', 'Mystery']",7.1,2752.0
38684,Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?","['Drama', 'Romance']",7.0,438.0
23629,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.","['Action', 'Fantasy', 'Thriller']",5.9,1661.0
58232,Chalet Girl,"While working a job at an exclusive ski resort to support her Dad, Kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. She has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, Jonny.","['Comedy', 'Romance']",6.4,209.0
37534,The New Daughter,"John James is a writer; his wife has left him. He moves with his two middle-school children to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty.","['Horror', 'Thriller']",5.2,109.0
13413,BURN·E,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,"['Animation', 'Family']",7.8,250.0
58496,Senna,"Senna's remarkable story, charting his physical and spiritual achievments on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",['Documentary'],8.1,282.0
16140,Death Note: The Last Name,"In the second installment of the Death Note film franchise, Light Yagami meets a second Kira and faithful follower Misa Amane and her Shinigami named Rem. Light attempts to defeat L along with Teru Mikami (a Kira follower) and Kiyomi Takada (another Kira follower) but in the end will Light win? or will a Shinigami named Ryuk make all the difference in Light's victory or his ultimate death?","['Fantasy', 'Thriller', 'Mystery']",6.7,113.0
49018,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.","['Horror', 'Thriller']",6.8,1775.0
57120,Meek's Cutoff,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.","['Drama', 'Western']",6.5,79.0
49010,Hobo with a Shotgun,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.","['Action', 'Comedy', 'Thriller']",5.7,213.0
20329,L: Change the World,"""The human whose name is written in the Death Note shall die."" After making the hardest decision ever, another serious case confronts L. There are only 23 days left and without his best partner Watari (Shunji Fujimura), L has to solve the case all by himself for the very first time.","['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Mystery']",5.9,74.0
55725,Win Win,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.","['Drama', 'Comedy']",6.7,176.0
48650,Room in Rome,A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.,"['Drama', 'Romance']",5.6,135.0
13190,Dead Space: Downfall,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.","['Animation', 'Horror', 'Science Fiction', 'Thriller']",5.9,87.0
39356,Boy,"It's 1984, and Michael Jackson is king - even in Waihau Bay, New Zealand. Here we meet Boy, an 11-year-old who lives on a farm with his gran, a goat, and his younger brother, Rocky (who thinks he has magic powers). Shortly after Gran leaves for a week, Boy's father, Alamein, appears out of the blue. Having imagined a heroic version of his father during his absence, Boy comes face to face with the real version-an incompetent hoodlum who has returned to find a bag of money he buried years before. This is where the goat enters.","['Drama', 'Comedy']",7.5,66.0
60307,Diary of a Wimpy Kid: Rodrick Rules,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.","['Family', 'Comedy']",6.3,250.0
53172,Henry's Crime,An aimless man is sent to prison for a crime he did not commit.,"['Crime', 'Comedy']",5.8,110.0
50359,Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","['Animation', 'Comedy', 'Family']",5.5,338.0
58857,13 Assassins,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,"['Adventure', 'Drama', 'Action']",7.1,362.0
50456,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.","['Action', 'Thriller', 'Adventure']",6.5,1284.0
46523,New Kids Turbo,Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,"['Action', 'Comedy']",6.3,73.0
29920,Easy Money,"A three-tiered story centered around drugs and organized crime, and focused on a young man who becomes a runner for a coke dealer.","['Drama', 'Thriller', 'Crime']",6.5,63.0
49012,Arthur,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.","['Comedy', 'Romance']",5.3,270.0
41446,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.","['Horror', 'Mystery']",6.1,930.0
46195,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","['Animation', 'Adventure', 'Comedy', 'Family']",6.5,2213.0
62215,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"['Drama', 'Science Fiction']",7.0,915.0
31451,Forever Strong,"Rick Penning lives life just like he plays rugby; fast, hard-hitting and intense. When life on the edge lands him in jail, prison ward Marcus Tate offers him a chance to get back in the game by playing for his rival, Highland Rugby. Reluctantly Rick joins the team where he must adopt the grueling training schedule that Coach Gelwix enforces, or finish out the season behind bars.",['Drama'],6.9,56.0
10195,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","['Adventure', 'Fantasy', 'Action']",6.6,6678.0
45523,Louis C.K.: Hilarious,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",['Comedy'],8.2,70.0
56780,Atlas Shrugged Part I,"A powerful railroad executive, Dagny Taggart, struggles to keep her business alive while society is crumbling around her. Based on the 1957 novel by Ayn Rand.","['Drama', 'Thriller', 'Science Fiction', 'Mystery']",5.0,61.0
48415,Welcome to the South,"Alberto (Claudio Bisio), post office manager of a small town in Brianza, under pressure of his wife Sylvia (Angela Finocchiaro), is willing to do anything to get the transfer to Milan. Even pretending to be disabled to climb in the ranking. But the trick does not work and as punishment, he is transferred in a small town in Campania, which to an inhabitant of the north is equivalent to a nightmare ...",['Comedy'],6.6,395.0
50671,The Resident,"Juliet, a beautiful doctor, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, a spectacular view, and a handy, handsome landlord. But there are secrets behind every wall and terror in every room as Juliet gets the unnerving feeling that she is not alone.","['Thriller', 'Mystery']",5.3,168.0
57118,That's What I Am,"A coming-of-age story that follows 12-year-old Andy Nichol, a bright student who, like most kids his age, will do anything to avoid conflict for fear of suffering overwhelming ridicule and punishment from his junior high school peers.","['Comedy', 'Drama', 'Family']",6.7,57.0
9511,Rabbit Without Ears 2,"Two years have passed. There is a normal life, but handsome Ludo meets his old love, and Anna is very jealous...","['Comedy', 'Romance']",6.1,99.0
55787,Water for Elephants,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.","['Drama', 'Romance']",6.7,879.0
50848,The Names of Love,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving..","['Drama', 'Comedy', 'Romance']",7.3,94.0
57586,African Cats,"African Cats captures the real-life love, humor and determination of the majestic kings of the savanna. The story features Mara, an endearing lion cub who strives to grow up with her mother’s strength, spirit and wisdom; Sita, a fearless cheetah and single mother of five mischievous newborns; and Fang, a proud leader of the pride who must defend his family from a once banished lion.","['Documentary', 'Family', 'Adventure']",7.1,74.0
51209,Kill the Irishman,"Over the summer of 1976, thirty-six bombs detonate in the heart of Cleveland while a turf war raged between Irish mobster Danny Greene and the Italian mafia. Based on a true story, kill the Irishman chronicles Greene's heroic rise from a tough Cleveland neighborhood to become an enforcer in the local mob.","['Action', 'Crime', 'Thriller', 'Drama']",6.7,166.0
51497,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.","['Action', 'Thriller', 'Crime']",7.1,2491.0
46738,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.","['Drama', 'War', 'Mystery']",7.9,496.0
43959,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","['Family', 'Action', 'Drama']",6.9,355.0
49022,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.","['Comedy', 'Drama', 'Romance']",5.9,304.0
55721,Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","['Comedy', 'Romance']",6.5,1697.0
38321,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.","['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']",5.4,710.0
50780,The Beaver,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",['Drama'],6.2,281.0
47518,The Tortured,"An upper-middle-class couple's life is destroyed when their only child is kidnapped and killed. Obsessed with revenge, the couple seizes an opportunity to kidnap the killer.",['Horror'],5.3,53.0
1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","['Adventure', 'Action', 'Fantasy']",6.4,5068.0
59436,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,"['Fantasy', 'Comedy', 'Romance']",7.4,2049.0
63831,The Kid with a Bike,"Abandoned by his father, a young boy is left in the hands of an unqualified childcare provider.",['Drama'],7.2,119.0
51608,The Man from Nowhere,"His only friend called him 'the man from nowhere'... Taesik, a former special agent becomes a loner after losing his wife in a miserable accident and lives a bitter life running a pawnshop. He only has a few customers and a friend named Somi, a little girl next door. As Taesik spends more and more time with Somi, he gets attached to her. Then Somi is kidnapped by a gang, and as Taesik tries to save Somi by becoming deeply associated with the gang his mysterious past is revealed...","['Action', 'Thriller', 'Crime']",7.6,338.0
8967,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.","['Drama', 'Fantasy']",6.5,1009.0
45243,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",['Comedy'],6.2,3836.0
52077,Nothing to Declare,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts.",['Comedy'],5.7,275.0
57276,Pina,"PINA is a feature-length dance film in 3D with the ensemble of the Tanztheater Wuppertal Pina Bausch, featuring the unique and inspiring art of the great German choreographer, who died in the summer of 2009.",['Documentary'],7.3,76.0
49950,The Roommate,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.","['Thriller', 'Drama', 'Horror']",5.3,230.0
44945,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.","['Crime', 'Drama', 'Thriller']",6.6,314.0
51170,Open Season 3,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.","['Animation', 'Family', 'Comedy']",5.4,113.0
59678,Attack the Block,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,"['Action', 'Comedy', 'Science Fiction']",6.3,748.0
59468,The Way,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes they’re all searching for something.","['Adventure', 'Comedy', 'Drama']",7.2,166.0
51533,Let the Bullets Fly,"Set in China during the Warlords Period of the1920s, notorious bandit chief Zhang descends upon a remote provincial town posing as its new mayor, an identity that he had hijacked from Old Tang, himself a small-time imposter. Hell-bent on making a fast buck, Zhang soon meets his match in the tyrannical local gentry Huang as a deadly battle of wit and brutality ensues.","['Action', 'Comedy', 'Documentary']",7.1,65.0
46221,The Tunnel,"In 2007, in the midst of the drought and water shortages, the NSW State government has unveiled plans to tap into and recycle millions of litres of water trapped in a network of abandoned train tunnels just beneath the heart of Sydney. However the government suddenly goes cold on the plan and it is not made public why. There is talk of homeless people who use the tunnel as shelter going missing, even though the government states that there are no homeless people in there. This, and the silence from the officials and ministers, leads a journalist, Natasha to begin an investigation into a government cover-up. She and her crew Pete (Producer), Steve (Cameraman) and Tangles (Sound Technichian) decide to investigate the story in the tunnel.","['Horror', 'Thriller', 'Mystery']",5.6,117.0
49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","['Animation', 'Family']",6.7,1925.0
49538,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.","['Action', 'Science Fiction', 'Adventure']",7.1,5252.0
49020,Submarine,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.","['Drama', 'Comedy', 'Romance']",7.4,452.0
52505,The Other Woman,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife.",['Drama'],6.0,131.0
45658,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.","['Comedy', 'Drama', 'Romance']",6.0,210.0
55347,Beginners,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.","['Drama', 'Romance', 'Comedy']",6.8,353.0
37686,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.","['Thriller', 'Science Fiction', 'Mystery']",6.6,2496.0
41382,Lottery Ticket,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,['Comedy'],5.7,56.0
58446,Daydream Nation,"Forced to move to a boring backwater town, a teenager embarks on affairs with a teacher and a stoner classmate.","['Drama', 'Romance']",5.8,65.0
44912,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","['Adventure', 'Action', 'Thriller', 'Science Fiction']",5.1,2551.0
